"BiocVersion","Genome","GenomeSizeMB","NumGenes","NumOrthologs","SourceType","SourceUrl","SourceVersion","Species","Organism","Strain","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","Tags","Title","Description","RDataClass","DispatchClass","ResourceName","RDataPath"
"3.8","PlasmoDB-39_PvivaxSal1",27.01,"5665","5586","GFF","http://PlasmoDB.org/common/downloads/Current_Release/PvivaxSal1/gff/data/PlasmoDB-39_PvivaxSal1.gff","39","Plasmodium vivax","Plasmodium vivax Sal-1","Sal-1",126793,TRUE,"PlasmoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Plasmodium","Plasmodium vivax Sal-1 transcript information","PlasmoDB 39 transcript information for Plasmodium vivax Sal-1","GRanges","GRanges","GRanges.Plasmodium_vivax_Sal-1.plasmodb39.rda","EuPathDB/GRanges/3.8/GRanges.Plasmodium_vivax_Sal-1.plasmodb39.rda"
"3.8","PlasmoDB-39_PcynomolgiM",30.66,"6831","6650","GFF","http://PlasmoDB.org/common/downloads/Current_Release/PcynomolgiM/gff/data/PlasmoDB-39_PcynomolgiM.gff","39","Plasmodium cynomolgi","Plasmodium cynomolgi strain M","strain M",1274352,TRUE,"PlasmoDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Plasmodium","Plasmodium cynomolgi strain M transcript information","PlasmoDB 39 transcript information for Plasmodium cynomolgi strain M","GRanges","GRanges","GRanges.Plasmodium_cynomolgi_strain_M.plasmodb39.rda","EuPathDB/GRanges/3.8/GRanges.Plasmodium_cynomolgi_strain_M.plasmodb39.rda"
"3.8","FungiDB-39_FfujikuroiIMI58289",43.83,"15099","14429","GFF","http://FungiDB.org/common/downloads/Current_Release/FfujikuroiIMI58289/gff/data/FungiDB-39_FfujikuroiIMI58289.gff","39","Fusarium fujikuroi","Fusarium fujikuroi IMI 58289","IMI 58289",1279085,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Fusarium fujikuroi IMI 58289 transcript information","FungiDB 39 transcript information for Fusarium fujikuroi IMI 58289","GRanges","GRanges","GRanges.Fusarium_fujikuroi_IMI_58289.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Fusarium_fujikuroi_IMI_58289.fungidb39.rda"
"3.8","MicrosporidiaDB-39_AalgeraePRA339",12.16,"3661","3281","GFF","http://MicrosporidiaDB.org/common/downloads/Current_Release/AalgeraePRA339/gff/data/MicrosporidiaDB-39_AalgeraePRA339.gff","39","Anncaliia algerae","Anncaliia algerae PRA339","PRA339",1288291,TRUE,"MicrosporidiaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia","Anncaliia algerae PRA339 transcript information","MicrosporidiaDB 39 transcript information for Anncaliia algerae PRA339","GRanges","GRanges","GRanges.Anncaliia_algerae_PRA339.microsporidiadb39.rda","EuPathDB/GRanges/3.8/GRanges.Anncaliia_algerae_PRA339.microsporidiadb39.rda"
"3.8","TriTrypDB-39_LpanamensisMHOMCOL81L13",31.26,"8778","8505","GFF","http://TriTrypDB.org/common/downloads/Current_Release/LpanamensisMHOMCOL81L13/gff/data/TriTrypDB-39_LpanamensisMHOMCOL81L13.gff","39","Leishmania panamensis","Leishmania panamensis MHOM/COL/81/L13","MHOM/COL/81/L13",1295824,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Leishmania panamensis MHOM/COL/81/L13 transcript information","TriTrypDB 39 transcript information for Leishmania panamensis MHOM/COL/81/L13","GRanges","GRanges","GRanges.Leishmania_panamensis_MHOM_COL_81_L13.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Leishmania_panamensis_MHOM_COL_81_L13.tritrypdb39.rda"
"3.8","TriTrypDB-39_LbraziliensisMHOMBR75M2903",35.21,"9379","9080","GFF","http://TriTrypDB.org/common/downloads/Current_Release/LbraziliensisMHOMBR75M2903/gff/data/TriTrypDB-39_LbraziliensisMHOMBR75M2903.gff","39","Leishmania braziliensis","Leishmania braziliensis MHOM/BR/75/M2903","MHOM/BR/75/M2903",1295825,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Leishmania braziliensis MHOM/BR/75/M2903 transcript information","TriTrypDB 39 transcript information for Leishmania braziliensis MHOM/BR/75/M2903","GRanges","GRanges","GRanges.Leishmania_braziliensis_MHOM_BR_75_M2903.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Leishmania_braziliensis_MHOM_BR_75_M2903.tritrypdb39.rda"
"3.8","FungiDB-39_CgattiiEJB2",17.67,"6908","6690","GFF","http://FungiDB.org/common/downloads/Current_Release/CgattiiEJB2/gff/data/FungiDB-39_CgattiiEJB2.gff","39","Cryptococcus gattii","Cryptococcus gattii EJB2","EJB2",1296103,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Cryptococcus gattii EJB2 transcript information","FungiDB 39 transcript information for Cryptococcus gattii EJB2","GRanges","GRanges","GRanges.Cryptococcus_gattii_EJB2.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Cryptococcus_gattii_EJB2.fungidb39.rda"
"3.8","FungiDB-39_CgattiiIND107",17.65,"6843","6524","GFF","http://FungiDB.org/common/downloads/Current_Release/CgattiiIND107/gff/data/FungiDB-39_CgattiiIND107.gff","39","Cryptococcus gattii","Cryptococcus gattii VGIV IND107","IND107",1296105,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Cryptococcus gattii VGIV IND107 transcript information","FungiDB 39 transcript information for Cryptococcus gattii VGIV IND107","GRanges","GRanges","GRanges.Cryptococcus_gattii_VGIV_IND107.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Cryptococcus_gattii_VGIV_IND107.fungidb39.rda"
"3.8","FungiDB-39_CgattiiCA1873",17.44,"6782","6467","GFF","http://FungiDB.org/common/downloads/Current_Release/CgattiiCA1873/gff/data/FungiDB-39_CgattiiCA1873.gff","39","Cryptococcus gattii","Cryptococcus gattii CA1873","Cryptococcus gattii CA1873",1296111,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Cryptococcus gattii CA1873 transcript information","FungiDB 39 transcript information for Cryptococcus gattii CA1873","GRanges","GRanges","GRanges.Cryptococcus_gattii_CA1873.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Cryptococcus_gattii_CA1873.fungidb39.rda"
"3.8","TriTrypDB-39_LspMARLEM2494",30.81,"8581","8240","GFF","http://TriTrypDB.org/common/downloads/Current_Release/LspMARLEM2494/gff/data/TriTrypDB-39_LspMARLEM2494.gff","39","Leishmania sp.","Leishmania sp. MAR LEM2494","Leishmania sp. MAR LEM2494",1303197,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Leishmania sp. MAR LEM2494 transcript information","TriTrypDB 39 transcript information for Leishmania sp. MAR LEM2494","GRanges","GRanges","GRanges.Leishmania_sp_MAR_LEM2494.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Leishmania_sp_MAR_LEM2494.tritrypdb39.rda"
"3.8","MicrosporidiaDB-39_OcolligataOC4",2.29,"1879","1749","GFF","http://MicrosporidiaDB.org/common/downloads/Current_Release/OcolligataOC4/gff/data/MicrosporidiaDB-39_OcolligataOC4.gff","39","Ordospora colligata","Ordospora colligata OC4","OC4",1354746,TRUE,"MicrosporidiaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia","Ordospora colligata OC4 transcript information","MicrosporidiaDB 39 transcript information for Ordospora colligata OC4","GRanges","GRanges","GRanges.Ordospora_colligata_OC4.microsporidiadb39.rda","EuPathDB/GRanges/3.8/GRanges.Ordospora_colligata_OC4.microsporidiadb39.rda"
"3.8","MicrosporidiaDB-39_Slophii42_110",4.98,"2596","1949","GFF","http://MicrosporidiaDB.org/common/downloads/Current_Release/Slophii42_110/gff/data/MicrosporidiaDB-39_Slophii42_110.gff","39","Spraguea lophii","Spraguea lophii 42_110","42_110",1358809,TRUE,"MicrosporidiaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Microsporidia","Spraguea lophii 42_110 transcript information","MicrosporidiaDB 39 transcript information for Spraguea lophii 42_110","GRanges","GRanges","GRanges.Spraguea_lophii_42_110.microsporidiadb39.rda","EuPathDB/GRanges/3.8/GRanges.Spraguea_lophii_42_110.microsporidiadb39.rda"
"3.8","FungiDB-39_AcampestrisIBT28561",28.26,"9929","9064","GFF","http://FungiDB.org/common/downloads/Current_Release/AcampestrisIBT28561/gff/data/FungiDB-39_AcampestrisIBT28561.gff","39","Aspergillus campestris","Aspergillus campestris IBT 28561","IBT 28561",1392248,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus campestris IBT 28561 transcript information","FungiDB 39 transcript information for Aspergillus campestris IBT 28561","GRanges","GRanges","GRanges.Aspergillus_campestris_IBT_28561.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_campestris_IBT_28561.fungidb39.rda"
"3.8","FungiDB-39_AsteyniiIBT23096",37.85,"13430","12110","GFF","http://FungiDB.org/common/downloads/Current_Release/AsteyniiIBT23096/gff/data/FungiDB-39_AsteyniiIBT23096.gff","39","Aspergillus steynii","Aspergillus steynii IBT 23096","IBT 23096",1392250,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus steynii IBT 23096 transcript information","FungiDB 39 transcript information for Aspergillus steynii IBT 23096","GRanges","GRanges","GRanges.Aspergillus_steynii_IBT_23096.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_steynii_IBT_23096.fungidb39.rda"
"3.8","FungiDB-39_AnovofumigatusIBT16806",32.44,"11729","10839","GFF","http://FungiDB.org/common/downloads/Current_Release/AnovofumigatusIBT16806/gff/data/FungiDB-39_AnovofumigatusIBT16806.gff","39","Aspergillus novofumigatus","Aspergillus novofumigatus IBT 16806","IBT 16806",1392255,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus novofumigatus IBT 16806 transcript information","FungiDB 39 transcript information for Aspergillus novofumigatus IBT 16806","GRanges","GRanges","GRanges.Aspergillus_novofumigatus_IBT_16806.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_novofumigatus_IBT_16806.fungidb39.rda"
"3.8","FungiDB-39_AochraceoroseusIBT24754",27.72,"9070","8170","GFF","http://FungiDB.org/common/downloads/Current_Release/AochraceoroseusIBT24754/gff/data/FungiDB-39_AochraceoroseusIBT24754.gff","39","Aspergillus ochraceoroseus","Aspergillus ochraceoroseus IBT 24754","IBT 24754",1392256,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus ochraceoroseus IBT 24754 transcript information","FungiDB 39 transcript information for Aspergillus ochraceoroseus IBT 24754","GRanges","GRanges","GRanges.Aspergillus_ochraceoroseus_IBT_24754.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_ochraceoroseus_IBT_24754.fungidb39.rda"
"3.8","FungiDB-39_Sschenckii1099-18",32.38,"10434","8192","GFF","http://FungiDB.org/common/downloads/Current_Release/Sschenckii1099-18/gff/data/FungiDB-39_Sschenckii1099-18.gff","39","Sporothrix schenckii","Sporothrix schenckii 1099-18","1099-18",1397361,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Sporothrix schenckii 1099-18 transcript information","FungiDB 39 transcript information for Sporothrix schenckii 1099-18","GRanges","GRanges","GRanges.Sporothrix_schenckii_1099-18.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Sporothrix_schenckii_1099-18.fungidb39.rda"
"3.8","TriTrypDB-39_TcruziDm28c",27.35,"11398","11071","GFF","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c/gff/data/TriTrypDB-39_TcruziDm28c.gff","39","Trypanosoma cruzi","Trypanosoma cruzi Dm28c","Dm28c",1416333,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Trypanosoma cruzi Dm28c transcript information","TriTrypDB 39 transcript information for Trypanosoma cruzi Dm28c","GRanges","GRanges","GRanges.Trypanosoma_cruzi_Dm28c.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Trypanosoma_cruzi_Dm28c.tritrypdb39.rda"
"3.8","PiroplasmaDB-39_TequiWA",11.67,"5397","5075","GFF","http://PiroplasmaDB.org/common/downloads/Current_Release/TequiWA/gff/data/PiroplasmaDB-39_TequiWA.gff","39","Theileria equi","Theileria equi strain WA","strain WA",1537102,TRUE,"PiroplasmaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Piroplasma","Theileria equi strain WA transcript information","PiroplasmaDB 39 transcript information for Theileria equi strain WA","GRanges","GRanges","GRanges.Theileria_equi_strain_WA.piroplasmadb39.rda","EuPathDB/GRanges/3.8/GRanges.Theileria_equi_strain_WA.piroplasmadb39.rda"
"3.8","GiardiaDB-39_GintestinalisAssemblageAWB",12.83,"9747","5901","GFF","http://GiardiaDB.org/common/downloads/Current_Release/GintestinalisAssemblageAWB/gff/data/GiardiaDB-39_GintestinalisAssemblageAWB.gff","39","Giardia Assemblage","Giardia Assemblage A isolate WB","isolate WB",184922,TRUE,"GiardiaDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Giardia","Giardia Assemblage A isolate WB transcript information","GiardiaDB 39 transcript information for Giardia Assemblage A isolate WB","GRanges","GRanges","GRanges.Giardia_Assemblage_A_isolate_WB.giardiadb39.rda","EuPathDB/GRanges/3.8/GRanges.Giardia_Assemblage_A_isolate_WB.giardiadb39.rda"
"3.8","TriTrypDB-39_TbruceiTREU927",35.83,"11703","10990","GFF","http://TriTrypDB.org/common/downloads/Current_Release/TbruceiTREU927/gff/data/TriTrypDB-39_TbruceiTREU927.gff","39","Trypanosoma brucei","Trypanosoma brucei brucei TREU927","brucei TREU927",185431,TRUE,"TriTrypDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Trypanosome,Kinetoplastid,Leishmania","Trypanosoma brucei brucei TREU927 transcript information","TriTrypDB 39 transcript information for Trypanosoma brucei brucei TREU927","GRanges","GRanges","GRanges.Trypanosoma_brucei_brucei_TREU927.tritrypdb39.rda","EuPathDB/GRanges/3.8/GRanges.Trypanosoma_brucei_brucei_TREU927.tritrypdb39.rda"
"3.8","FungiDB-39_CneoformansJEC21",19.05,"7004","6704","GFF","http://FungiDB.org/common/downloads/Current_Release/CneoformansJEC21/gff/data/FungiDB-39_CneoformansJEC21.gff","39","Cryptococcus neoformans","Cryptococcus neoformans var. neoformans JEC21","var. neoformans JEC21",214684,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Cryptococcus neoformans var. neoformans JEC21 transcript information","FungiDB 39 transcript information for Cryptococcus neoformans var. neoformans JEC21","GRanges","GRanges","GRanges.Cryptococcus_neoformans_var_neoformans_JEC21.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Cryptococcus_neoformans_var_neoformans_JEC21.fungidb39.rda"
"3.8","FungiDB-39_CposadasiiC735deltSOWgp",27.01,"7255","7212","GFF","http://FungiDB.org/common/downloads/Current_Release/CposadasiiC735deltSOWgp/gff/data/FungiDB-39_CposadasiiC735deltSOWgp.gff","39","Coccidioides posadasii","Coccidioides posadasii C735 delta SOWgp","C735 delta SOWgp",222929,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Coccidioides posadasii C735 delta SOWgp transcript information","FungiDB 39 transcript information for Coccidioides posadasii C735 delta SOWgp","GRanges","GRanges","GRanges.Coccidioides_posadasii_C735_delta_SOWgp.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Coccidioides_posadasii_C735_delta_SOWgp.fungidb39.rda"
"3.8","FungiDB-39_AnidulansFGSCA4",30.52,"10988","10736","GFF","http://FungiDB.org/common/downloads/Current_Release/AnidulansFGSCA4/gff/data/FungiDB-39_AnidulansFGSCA4.gff","39","Aspergillus nidulans","Aspergillus nidulans FGSC A4","FGSC A4",227321,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Aspergillus nidulans FGSC A4 transcript information","FungiDB 39 transcript information for Aspergillus nidulans FGSC A4","GRanges","GRanges","GRanges.Aspergillus_nidulans_FGSC_A4.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Aspergillus_nidulans_FGSC_A4.fungidb39.rda"
"3.8","FungiDB-39_FgraminearumPH-1",38.05,"14477","13272","GFF","http://FungiDB.org/common/downloads/Current_Release/FgraminearumPH-1/gff/data/FungiDB-39_FgraminearumPH-1.gff","39","Fusarium graminearum","Fusarium graminearum PH-1","PH-1",229533,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Fusarium graminearum PH-1 transcript information","FungiDB 39 transcript information for Fusarium graminearum PH-1","GRanges","GRanges","GRanges.Fusarium_graminearum_PH-1.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Fusarium_graminearum_PH-1.fungidb39.rda"
"3.8","FungiDB-39_CneoformansH99",18.92,"8338","6974","GFF","http://FungiDB.org/common/downloads/Current_Release/CneoformansH99/gff/data/FungiDB-39_CneoformansH99.gff","39","Cryptococcus neoformans","Cryptococcus neoformans var. grubii H99","var. grubii H99",235443,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Cryptococcus neoformans var. grubii H99 transcript information","FungiDB 39 transcript information for Cryptococcus neoformans var. grubii H99","GRanges","GRanges","GRanges.Cryptococcus_neoformans_var_grubii_H99.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Cryptococcus_neoformans_var_grubii_H99.fungidb39.rda"
"3.8","FungiDB-39_CalbicansSC5314",14.32,"6468","6208","GFF","http://FungiDB.org/common/downloads/Current_Release/CalbicansSC5314/gff/data/FungiDB-39_CalbicansSC5314.gff","39","Candida albicans","Candida albicans SC5314","SC5314",237561,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Candida albicans SC5314 transcript information","FungiDB 39 transcript information for Candida albicans SC5314","GRanges","GRanges","GRanges.Candida_albicans_SC5314.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Candida_albicans_SC5314.fungidb39.rda"
"3.8","FungiDB-39_Umaydis521",19.66,"6910","6349","GFF","http://FungiDB.org/common/downloads/Current_Release/Umaydis521/gff/data/FungiDB-39_Umaydis521.gff","39","Ustilago maydis","Ustilago maydis 521","521",237631,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Ustilago maydis 521 transcript information","FungiDB 39 transcript information for Ustilago maydis 521","GRanges","GRanges","GRanges.Ustilago_maydis_521.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Ustilago_maydis_521.fungidb39.rda"
"3.8","FungiDB-39_Ccinereaokay7-130",36.19,"13657","11192","GFF","http://FungiDB.org/common/downloads/Current_Release/Ccinereaokay7-130/gff/data/FungiDB-39_Ccinereaokay7-130.gff","39","Coprinopsis cinerea","Coprinopsis cinerea okayama7#130","okayama7#130",240176,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Coprinopsis cinerea okayama7#130 transcript information","FungiDB 39 transcript information for Coprinopsis cinerea okayama7#130","GRanges","GRanges","GRanges.Coprinopsis_cinerea_okayama7#130.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Coprinopsis_cinerea_okayama7#130.fungidb39.rda"
"3.8","FungiDB-39_Moryzae70-15",40.98,"13184","11652","GFF","http://FungiDB.org/common/downloads/Current_Release/Moryzae70-15/gff/data/FungiDB-39_Moryzae70-15.gff","39","Magnaporthe oryzae","Magnaporthe oryzae 70-15","70-15",242507,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Magnaporthe oryzae 70-15 transcript information","FungiDB 39 transcript information for Magnaporthe oryzae 70-15","GRanges","GRanges","GRanges.Magnaporthe_oryzae_70-15.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Magnaporthe_oryzae_70-15.fungidb39.rda"
"3.8","FungiDB-39_RdelemarRA99-880",46.15,"17703","15357","GFF","http://FungiDB.org/common/downloads/Current_Release/RdelemarRA99-880/gff/data/FungiDB-39_RdelemarRA99-880.gff","39","Rhizopus delemar","Rhizopus delemar RA 99-880","RA 99-880",246409,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Rhizopus delemar RA 99-880 transcript information","FungiDB 39 transcript information for Rhizopus delemar RA 99-880","GRanges","GRanges","GRanges.Rhizopus_delemar_RA_99-880.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Rhizopus_delemar_RA_99-880.fungidb39.rda"
"3.8","FungiDB-39_CimmitisRS",29.02,"9905","9757","GFF","http://FungiDB.org/common/downloads/Current_Release/CimmitisRS/gff/data/FungiDB-39_CimmitisRS.gff","39","Coccidioides immitis","Coccidioides immitis RS","RS",246410,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Coccidioides immitis RS transcript information","FungiDB 39 transcript information for Coccidioides immitis RS","GRanges","GRanges","GRanges.Coccidioides_immitis_RS.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Coccidioides_immitis_RS.fungidb39.rda"
"3.8","FungiDB-39_PchrysosporiumRP-78",35.15,"13817","11598","GFF","http://FungiDB.org/common/downloads/Current_Release/PchrysosporiumRP-78/gff/data/FungiDB-39_PchrysosporiumRP-78.gff","39","Phanerochaete chrysosporium","Phanerochaete chrysosporium RP-78","RP-78",273507,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Phanerochaete chrysosporium RP-78 transcript information","FungiDB 39 transcript information for Phanerochaete chrysosporium RP-78","GRanges","GRanges","GRanges.Phanerochaete_chrysosporium_RP-78.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Phanerochaete_chrysosporium_RP-78.fungidb39.rda"
"3.8","FungiDB-39_CneoformansB-3501A",19.7,"6608","6474","GFF","http://FungiDB.org/common/downloads/Current_Release/CneoformansB-3501A/gff/data/FungiDB-39_CneoformansB-3501A.gff","39","Cryptococcus neoformans","Cryptococcus neoformans var. neoformans B-3501A","var. neoformans B-3501A",283643,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Cryptococcus neoformans var. neoformans B-3501A transcript information","FungiDB 39 transcript information for Cryptococcus neoformans var. neoformans B-3501A","GRanges","GRanges","GRanges.Cryptococcus_neoformans_var_neoformans_B-3501A.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Cryptococcus_neoformans_var_neoformans_B-3501A.fungidb39.rda"
"3.8","FungiDB-39_YlipolyticaCLIB122",20.5,"7733","6543","GFF","http://FungiDB.org/common/downloads/Current_Release/YlipolyticaCLIB122/gff/data/FungiDB-39_YlipolyticaCLIB122.gff","39","Yarrowia lipolytica","Yarrowia lipolytica CLIB122","CLIB122",284591,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Yarrowia lipolytica CLIB122 transcript information","FungiDB 39 transcript information for Yarrowia lipolytica CLIB122","GRanges","GRanges","GRanges.Yarrowia_lipolytica_CLIB122.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Yarrowia_lipolytica_CLIB122.fungidb39.rda"
"3.8","FungiDB-39_CglabrataCBS138",12.34,"5615","5261","GFF","http://FungiDB.org/common/downloads/Current_Release/CglabrataCBS138/gff/data/FungiDB-39_CglabrataCBS138.gff","39","Candida glabrata","Candida glabrata CBS 138","CBS 138",284593,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Candida glabrata CBS 138 transcript information","FungiDB 39 transcript information for Candida glabrata CBS 138","GRanges","GRanges","GRanges.Candida_glabrata_CBS_138.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Candida_glabrata_CBS_138.fungidb39.rda"
"3.8","FungiDB-39_Spombe972h",12.63,"6995","5108","GFF","http://FungiDB.org/common/downloads/Current_Release/Spombe972h/gff/data/FungiDB-39_Spombe972h.gff","39","Schizosaccharomyces pombe","Schizosaccharomyces pombe 972h-","972h-",284812,TRUE,"FungiDB","Keith Hughitt <keith.hughitt@nih.gov>","Annotation,EuPathDB,Eukaryote,Pathogen,Parasite,Fungus,Fungi","Schizosaccharomyces pombe 972h- transcript information","FungiDB 39 transcript information for Schizosaccharomyces pombe 972h-","GRanges","GRanges","GRanges.Schizosaccharomyces_pombe_972h-.fungidb39.rda","EuPathDB/GRanges/3.8/GRanges.Schizosaccharomyces_pombe_972h-.fungidb39.rda"
